performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate,financial_outlier_flag,balance_id,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,balance_outlier_flag,year,ebitda_usd_m,ebitda_margin,ebit_usd_m,nopat_usd_m,net_working_capital_usd_m,invested_capital_usd_m,net_debt_usd_m,change_nwc_usd_m,free_cash_flow_usd_m,revenue_growth_yoy,ttm_nopat_usd_m,ttm_ebitda_usd_m,avg_invested_capital_usd_m,wacc,roic,roic_wacc_spread,economic_profit_usd_m,net_debt_to_ebitda,value_creation_flag
FP_202402_BU04_NA,2024-02-29,BU04,North America,USD,183.63,115.48,34.35,13.62,17.52,0.2458,0,BS_202402_BU04_NA,82.68,371.27,358.19,248.61,3252.53,1628.15,0,2024,33.79999999999999,0.1840657844578772,20.179999999999993,15.219755999999993,480.85,3733.38,1545.47,-6.889999999999986,18.20975599999998,0.02948926388966755,184.93147399999995,404.4599999999999,3764.091666666667,0.101,0.049130438463462836,-0.05186956153653717,-195.24178433333347,3.8210700687336208,Value Destroyer
FP_202403_BU04_NA,2024-03-31,BU04,North America,USD,200.82,125.07,35.51,13.69,19.65,0.2437,0,BS_202403_BU04_NA,84.42,380.35,368.65,239.95,3258.49,1643.59,0,2024,40.24,0.20037844836171698,26.550000000000004,20.079765000000002,509.05,3767.54,1559.1699999999998,28.19999999999999,-14.080234999999988,-0.00198787396879041,187.66955099999996,408.86999999999995,3767.7774999999997,0.101,0.04980908532948136,-0.051190914670518645,-192.87597650000004,3.813363660821288,Value Destroyer
FP_202404_BU04_NA,2024-04-30,BU04,North America,USD,202.21,125.86,35.18,13.77,19.93,0.2469,0,BS_202404_BU04_NA,85.26,396.63,386.4,260.65,3264.65,1659.14,0,2024,41.17000000000001,0.203600217595569,27.40000000000001,20.634940000000007,522.38,3787.03,1573.88,13.329999999999984,1.1449400000000267,0.025613714749442185,191.51257599999994,414.93999999999994,3770.625,0.101,0.05079067157301507,-0.05020932842698494,-189.3205490000001,3.7930303176362856,Value Destroyer
FP_202405_BU04_NA,2024-05-31,BU04,North America,USD,204.31,126.64,35.59,13.84,20.15,0.2483,0,BS_202405_BU04_NA,84.99,388.65,383.0,223.08,3270.96,1681.03,0,2024,42.08,0.20596152904899417,28.24,21.228008,548.5699999999999,3819.5299999999997,1596.04,26.18999999999994,-11.27199199999994,0.053415828821861355,198.34672399999997,424.90999999999997,3774.25,0.101,0.05255261946082002,-0.048447380539179984,-182.85252600000004,3.756183662422631,Value Destroyer
FP_202406_BU04_NA,2024-06-30,BU04,North America,USD,211.43,130.99,36.98,13.92,20.98,0.2495,0,BS_202406_BU04_NA,83.46,408.64,402.77,271.67,3278.02,1688.92,0,2024,43.46,0.2055526651846947,29.54,22.169769999999996,539.74,3817.76,1605.46,-8.829999999999927,23.93976999999992,0.032574721625317604,202.33469399999996,431.21999999999997,3778.2124999999996,0.101,0.053553021170725565,-0.04744697882927444,-179.26476850000006,3.7230647929131306,Value Destroyer
FP_202407_BU04_NA,2024-07-31,BU04,North America,USD,196.09,121.89,52.05,14.0,19.13,0.2471,0,BS_202407_BU04_NA,81.65,380.37,373.19,178.44,3283.15,1718.37,0,2024,22.150000000000006,0.11295833545820799,8.150000000000006,6.136135000000005,575.1199999999999,3858.27,1636.7199999999998,35.37999999999988,-34.37386499999988,0.09891279982066803,195.90407699999997,423.47999999999996,3782.1575,0.101,0.0517969114189454,-0.049203088581054606,-186.09383050000002,3.8649286861244923,Value Destroyer
FP_202408_BU04_NA,2024-08-31,BU04,North America,USD,199.51,124.42,35.87,14.07,18.93,0.2486,0,BS_202408_BU04_NA,79.74,383.87,373.41,225.65,3288.01,1736.37,0,2024,39.21999999999999,0.1965816249812039,25.14999999999999,18.897709999999996,531.63,3819.6400000000003,1656.6299999999999,-43.489999999999895,57.52770999999989,0.0877221677025406,201.386777,431.69,3787.9675,0.101,0.05316486400688496,-0.04783513599311505,-181.19794050000007,3.837545460863119,Value Destroyer
FP_202409_BU04_NA,2024-09-30,BU04,North America,USD,218.17,135.71,37.0,14.14,19.93,0.2489,0,BS_202409_BU04_NA,78.48,422.44,398.98,290.8,3293.8,1757.54,0,2024,45.45999999999998,0.2083696200210844,31.31999999999998,23.524451999999982,530.6200000000001,3824.42,1679.06,-1.0099999999998772,18.74445199999986,0.081548681340472,207.28065299999997,440.42999999999995,3794.0833333333335,0.101,0.05463260418634276,-0.046367395813657244,-175.92176366666672,3.8123197783983835,Value Destroyer
FP_202410_BU04_NA,2024-10-31,BU04,North America,USD,223.88,139.32,37.36,14.22,19.87,0.2494,0,BS_202410_BU04_NA,78.49,426.73,399.68,253.36,3299.45,1786.22,0,2024,47.2,0.21082722887261035,32.980000000000004,24.754788,573.0500000000001,3872.5,1707.73,42.42999999999995,-23.325211999999947,0.10052597945239139,214.71581399999997,451.25,3801.0066666666667,0.101,0.05648919689696238,-0.04451080310303763,-169.18585933333338,3.7844432132963988,Value Destroyer
FP_202411_BU04_NA,2024-11-30,BU04,North America,USD,210.34,130.81,37.45,14.29,18.47,0.2434,0,BS_202411_BU04_NA,79.87,413.43,393.26,234.12,3303.63,1802.66,0,2024,42.08,0.20005705048968336,27.79,21.025913999999997,572.57,3876.2000000000003,1722.79,-0.4800000000000182,17.32591400000001,0.1123215230037018,220.27281299999999,459.25,3807.8125,0.101,0.057847599638900286,-0.04315240036109972,-164.31624950000003,3.7513119216113227,Value Destroyer
FP_202412_BU04_NA,2024-12-31,BU04,North America,USD,196.78,123.52,36.17,14.36,17.14,0.2482,0,BS_202412_BU04_NA,82.4,385.18,365.32,184.6,3306.41,1817.96,0,2024,37.09,0.18848460209370874,22.730000000000004,17.088414000000004,565.9,3872.31,1735.56,-6.670000000000073,20.978414000000075,0.1146482383595786,224.4305,465.66999999999996,3815.4125,0.101,0.05882208018136964,-0.042177919818630366,-160.92616250000003,3.7270169862778366,Value Destroyer
FP_202501_BU04_NA,2025-01-31,BU04,North America,USD,185.98,117.01,34.65,14.42,17.3,0.2475,0,BS_202501_BU04_NA,85.16,363.1,346.2,185.35,3309.29,1798.84,0,2025,34.319999999999986,0.18453597160985047,19.899999999999984,14.974749999999988,523.9499999999999,3833.24,1713.6799999999998,-41.950000000000045,54.044750000000036,0.033107432507499146,225.73440199999996,468.27,3823.485,0.099,0.0590389139750777,-0.03996108602492231,-152.7906130000001,3.659598095116065,Value Destroyer
FP_202502_BU04_NA,2025-02-28,BU04,North America,USD,190.08,119.05,35.2,14.49,17.51,0.2507,0,BS_202502_BU04_NA,87.95,399.37,373.03,282.0,3312.31,1786.17,0,2025,35.83000000000001,0.18849957912457918,21.34000000000001,15.990062000000009,490.4,3802.71,1698.22,-33.549999999999955,46.52006199999997,0.03512497957850025,226.504708,470.3,3829.2625000000003,0.099,0.05915100048638608,-0.039848999513613925,-152.59227950000007,3.6109291941314057,Value Destroyer
FP_202503_BU04_NA,2025-03-31,BU04,North America,USD,199.48,124.93,35.72,14.56,19.48,0.2496,0,BS_202503_BU04_NA,89.77,378.54,365.29,214.24,3317.23,1783.74,0,2025,38.829999999999984,0.19465610587527565,24.269999999999982,18.212207999999986,529.59,3846.82,1693.97,39.190000000000055,-25.89779200000007,-0.006672642167114828,224.63715099999996,468.89,3835.869166666667,0.099,0.05856225570780024,-0.04043774429219976,-155.11389650000007,3.612723666531596,Value Destroyer
FP_202504_BU04_NA,2025-04-30,BU04,North America,USD,207.48,129.06,36.53,14.64,20.34,0.2507,0,BS_202504_BU04_NA,90.65,404.53,390.65,278.24,3322.93,1841.44,0,2025,41.889999999999986,0.20189897821476763,27.249999999999986,20.418424999999992,516.9399999999999,3839.87,1750.79,-12.650000000000091,27.368425000000084,0.026062014737154415,224.42063599999994,469.60999999999996,3840.2724999999996,0.099,0.05843872693929922,-0.040561273060700787,-155.7663415,3.728178701475693,Value Destroyer
FP_202505_BU04_NA,2025-05-31,BU04,North America,USD,216.83,135.12,36.88,14.71,21.51,0.2457,0,BS_202505_BU04_NA,90.43,405.42,398.55,253.7,3329.73,1937.03,0,2025,44.830000000000005,0.20675183323340868,30.120000000000005,22.719516000000002,550.27,3880.0,1846.6,33.33000000000004,-17.410484000000036,0.06127942831971023,225.91214399999996,472.35999999999996,3845.3116666666665,0.099,0.05875002173642621,-0.040249978263573793,-154.77371100000005,3.9093064611736814,Value Destroyer
FP_202506_BU04_NA,2025-06-30,BU04,North America,USD,215.83,134.4,36.45,14.8,21.27,0.249,0,BS_202506_BU04_NA,88.7,422.52,412.76,271.89,3336.2,2043.19,0,2025,44.980000000000004,0.2084047630079229,30.180000000000003,22.665180000000003,563.39,3899.5899999999997,1954.49,13.120000000000005,3.0751799999999996,0.020810670198174286,226.40755399999998,473.88,3852.130833333334,0.099,0.0587746272896148,-0.040225372710385204,-154.95339850000013,4.124440786697054,Value Destroyer
FP_202507_BU04_NA,2025-07-31,BU04,North America,USD,199.51,124.27,35.38,14.87,19.67,0.2449,0,BS_202507_BU04_NA,86.24,383.96,382.65,181.45,3341.0,2157.66,0,2025,39.85999999999999,0.1997894842363791,24.989999999999995,18.869948999999995,585.1599999999999,3926.16,2071.42,21.769999999999868,-7.700050999999874,0.017440970982711912,239.14136799999994,491.5899999999999,3857.7883333333334,0.099,0.06198924029441738,-0.037010759705582624,-142.7796770000001,4.213714680933299,Value Destroyer
FP_202508_BU04_NA,2025-08-31,BU04,North America,USD,191.33,119.44,35.14,14.94,18.08,0.2468,0,BS_202508_BU04_NA,83.37,368.01,365.65,191.49,3344.14,2246.83,0,2025,36.750000000000014,0.19207651701249157,21.810000000000016,16.427292000000012,542.17,3886.31,2163.46,-42.989999999999895,56.27729199999991,-0.04100045110520767,236.67094999999998,489.12,3863.3441666666663,0.099,0.061260643574554255,-0.03773935642544575,-145.80012250000001,4.42316813869807,Value Destroyer
FP_202509_BU04_NA,2025-09-30,BU04,North America,USD,207.06,129.21,35.99,15.01,19.11,0.2485,0,BS_202509_BU04_NA,81.11,402.45,385.09,269.74,3348.24,2340.02,0,2025,41.85999999999999,0.20216362407031774,26.849999999999994,20.177774999999997,517.8,3866.04,2258.91,-24.370000000000005,40.447775,-0.050923591694550074,233.324273,485.52,3866.8125,0.099,0.06034020863437263,-0.038659791365627375,-149.4901645,4.652558082056352,Value Destroyer
FP_202510_BU04_NA,2025-10-31,BU04,North America,USD,211.38,132.04,37.05,15.09,18.47,0.2464,0,BS_202510_BU04_NA,80.02,403.24,381.36,233.84,3351.62,2414.37,0,2025,42.290000000000006,0.20006623143154512,27.200000000000006,20.497920000000008,550.76,3902.38,2334.35,32.960000000000036,-15.842080000000024,-0.0558334822226193,229.06740499999998,480.60999999999996,3869.3025000000002,0.099,0.05920121391387723,-0.03979878608612277,-153.99354250000007,4.857056657164853,Value Destroyer
FP_202511_BU04_NA,2025-11-30,BU04,North America,USD,200.24,126.0,35.56,15.15,17.46,0.243,0,BS_202511_BU04_NA,80.36,397.67,378.61,231.9,3353.93,2442.21,0,2025,38.68000000000001,0.19316819816220537,23.53000000000001,17.812210000000007,544.38,3898.31,2361.85,-6.3799999999999955,21.88221,-0.04801749548350287,225.853701,477.21,3871.145,0.099,0.058342867807844964,-0.04065713219215504,-157.389654,4.949288573164854,Value Destroyer
FP_202512_BU04_NA,2025-12-31,BU04,North America,USD,193.17,121.13,35.29,15.22,17.31,0.2512,0,BS_202512_BU04_NA,82.1,383.09,355.87,189.49,3356.02,2427.97,0,2025,36.74999999999999,0.19024693275353313,21.529999999999994,16.121663999999996,549.47,3905.49,2345.87,5.090000000000032,8.941663999999964,-0.01834536030084366,224.88695099999998,476.87,3873.91,0.099,0.058051671566969804,-0.0409483284330302,-158.630139,4.919307148698807,Value Destroyer
FP_202101_BU05_APAC,2021-01-31,BU05,Asia Pacific,USD,56.49,21.63,16.19,2.5,2.82,0.2256,0,BS_202101_BU05_APAC,46.84,85.63,0.59,25.53,266.6,453.58,0,2021,18.669999999999998,0.33050097362365016,16.169999999999998,12.522047999999998,60.69,327.29,406.74,0.0,12.202047999999998,,,,,0.091,,,,,Not Available
FP_202102_BU05_APAC,2021-02-28,BU05,Asia Pacific,USD,60.02,22.83,17.11,2.53,3.13,0.2215,0,BS_202102_BU05_APAC,46.77,93.37,0.65,28.99,267.2,464.03,0,2021,20.080000000000005,0.3345551482839054,17.550000000000004,13.662675000000002,65.03000000000002,332.23,417.26,4.340000000000018,8.722674999999985,,,,,0.091,,,,,Not Available
FP_202103_BU05_APAC,2021-03-31,BU05,Asia Pacific,USD,62.05,23.72,17.62,2.56,3.33,0.2253,0,BS_202103_BU05_APAC,46.09,90.32,0.61,27.57,267.97,469.98,0,2021,20.709999999999997,0.3337630942788074,18.15,14.060804999999998,63.35999999999999,331.33000000000004,423.89,-1.670000000000023,14.96080500000002,,,,,0.091,,,,,Not Available
FP_202104_BU05_APAC,2021-04-30,BU05,Asia Pacific,USD,62.38,23.96,17.46,2.6,3.43,0.2247,0,BS_202104_BU05_APAC,45.3,93.26,0.63,28.71,268.8,477.35,0,2021,20.96,0.3360051298493107,18.36,14.234508,65.18,333.98,432.05,1.8200000000000145,11.584507999999985,,,,,0.091,,,,,Not Available
FP_202105_BU05_APAC,2021-05-31,BU05,Asia Pacific,USD,64.54,24.69,17.95,2.63,3.52,0.2273,0,BS_202105_BU05_APAC,44.77,92.12,0.62,28.4,269.69,485.58,0,2021,21.90000000000001,0.3393244499535173,19.27000000000001,14.889929000000008,64.34,334.03,440.81,-0.8400000000000034,14.839929000000012,,,,,0.091,,,,,Not Available
FP_202106_BU05_APAC,2021-06-30,BU05,Asia Pacific,USD,65.14500000000001,24.66,18.17,2.67,3.49,0.2257,0,BS_202106_BU05_APAC,44.73,96.25,0.64,29.51,270.51,492.11,0,2021,22.315000000000012,0.34254355668124964,19.64500000000001,15.211123500000008,67.38,337.89,447.38,3.039999999999992,11.351123500000016,,,,,0.091,,,,,Not Available
FP_202107_BU05_APAC,2021-07-31,BU05,Asia Pacific,USD,65.75,25.17,18.1,2.71,3.57,0.2249,0,BS_202107_BU05_APAC,45.45,93.58,0.64,28.87,271.37,497.1,0,2021,22.479999999999997,0.3419011406844106,19.769999999999996,15.323726999999996,65.35,336.72,451.65000000000003,-2.030000000000001,16.493726999999996,,,,,0.091,,,,,Not Available
FP_202108_BU05_APAC,2021-08-31,BU05,Asia Pacific,USD,69.79,26.87,19.05,2.74,3.62,0.2211,0,BS_202108_BU05_APAC,47.04,98.92,0.67,30.85,272.25,504.74,0,2021,23.87,0.3420260782347041,21.130000000000003,16.458157000000003,68.74000000000001,340.99,457.7,3.390000000000015,12.188156999999986,,,,,0.091,,,,,Not Available
FP_202109_BU05_APAC,2021-09-30,BU05,Asia Pacific,USD,71.3,27.27,19.37,2.78,3.67,0.2238,0,BS_202109_BU05_APAC,49.24,102.56,0.71,32.09,273.14,513.89,0,2021,24.66,0.3458625525946704,21.88,16.983256,71.17999999999999,344.32,464.65,2.4399999999999835,13.65325600000002,,,,,0.091,,,,,Not Available
FP_202110_BU05_APAC,2021-10-31,BU05,Asia Pacific,USD,73.65,28.16,20.47,2.82,3.6,0.2247,0,BS_202110_BU05_APAC,51.81,105.09,0.73,32.43,273.92,523.76,0,2021,25.02000000000001,0.33971486761710806,22.20000000000001,17.21166000000001,73.39000000000001,347.31000000000006,471.95,2.210000000000022,14.221659999999986,,,,,0.091,,,,,Not Available
FP_202111_BU05_APAC,2021-11-30,BU05,Asia Pacific,USD,84.54,32.29,22.83,2.86,4.12,0.2231,0,BS_202111_BU05_APAC,54.57,123.04,0.84,38.52,275.18,539.29,0,2021,29.42000000000001,0.3480009462976107,26.56000000000001,20.63446400000001,85.36000000000001,360.54,484.71999999999997,11.969999999999999,7.404464000000008,,,,,0.091,,,,,Not Available
FP_202112_BU05_APAC,2021-12-31,BU05,Asia Pacific,USD,81.2,30.99,22.36,2.9,4.04,0.2257,0,BS_202112_BU05_APAC,56.24,117.45,0.81,35.9,276.32,549.34,0,2021,27.85000000000001,0.34298029556650256,24.95000000000001,19.31878500000001,82.36000000000001,358.68,493.1,-3.0,21.17878500000001,,190.51113750000005,277.93500000000006,340.44250000000005,0.091,0.5595985739148315,0.4685985739148315,159.53087000000005,1.774155827801464,Strong Creator
FP_202201_BU05_APAC,2022-01-31,BU05,Asia Pacific,USD,68.48,26.27,20.875,2.94,3.5,0.2247,0,BS_202201_BU05_APAC,56.79,103.68,0.73,30.8,276.88,557.47,0,2022,21.335000000000008,0.31155081775700944,18.395000000000007,14.261643500000005,73.61000000000001,350.49,500.68,-8.75,22.451643500000007,0.21224995574437955,192.25073300000003,280.6,342.37583333333333,0.098,0.5615195766835179,0.46351957668351795,158.69790133333336,1.78431931575196,Strong Creator
FP_202202_BU05_APAC,2022-02-28,BU05,Asia Pacific,USD,66.56,25.39,19.39,2.98,3.55,0.229,0,BS_202202_BU05_APAC,56.17,107.66,0.74,32.76,277.45,562.76,0,2022,21.78,0.3272235576923077,18.8,14.494800000000001,75.63999999999999,353.09,506.59,2.0299999999999727,11.894800000000028,0.10896367877374202,193.08285800000004,282.30000000000007,344.1141666666667,0.098,0.5611011597410744,0.46310115974107446,159.35966966666672,1.794509387176762,Strong Creator
FP_202203_BU05_APAC,2022-03-31,BU05,Asia Pacific,USD,72.82,27.72,20.84,3.02,3.91,0.2237,0,BS_202203_BU05_APAC,55.29,106.81,0.72,32.44,278.34,570.24,0,2022,24.259999999999994,0.33315023345234823,21.239999999999995,16.488611999999996,75.09,353.42999999999995,514.95,-0.549999999999983,16.14861199999998,0.17356970185334397,195.51066500000005,285.8500000000001,345.9558333333334,0.098,0.5651318641348728,0.46713186413487284,161.60699333333338,1.801469302081511,Strong Creator
FP_202204_BU05_APAC,2022-04-30,BU05,Asia Pacific,USD,74.17,28.19,20.97,3.06,3.97,0.2263,0,BS_202204_BU05_APAC,54.35,110.39,0.74,33.78,279.25,578.97,0,2022,25.010000000000005,0.3371983281650264,21.950000000000006,16.982715000000006,77.35,356.6,524.62,2.259999999999991,13.812715000000015,0.18900288554023725,198.25887200000005,289.90000000000003,347.84083333333336,0.098,0.5699700926429474,0.4719700926429474,164.17047033333338,1.8096585029320453,Strong Creator
FP_202205_BU05_APAC,2022-05-31,BU05,Asia Pacific,USD,73.83,28.21,21.31,3.1,4.08,0.2261,0,BS_202205_BU05_APAC,53.59,110.94,0.72,33.43,280.23,584.73,0,2022,24.31,0.3292699444670188,21.209999999999997,16.414419,78.22999999999999,358.46000000000004,531.14,0.8799999999999955,14.554419000000005,0.14394174155562434,199.78336200000004,292.31000000000006,349.8766666666667,0.098,0.5710108190505225,0.47301081905052256,165.4954486666667,1.8170435496561865,Strong Creator
FP_202206_BU05_APAC,2022-06-30,BU05,Asia Pacific,USD,80.94,30.81,22.85,3.15,4.47,0.2249,0,BS_202206_BU05_APAC,53.97,122.38,0.78,37.46,281.55,595.15,0,2022,27.279999999999994,0.3370397825549789,24.129999999999995,18.703162999999996,85.69999999999999,367.25,541.18,7.469999999999999,9.913162999999997,0.24245912963389338,203.27540150000002,297.275,352.3233333333333,0.098,0.5769569661390579,0.4789569661390579,168.74771483333336,1.8204692624674124,Strong Creator
FP_202207_BU05_APAC,2022-07-31,BU05,Asia Pacific,USD,80.02,30.58,22.12,3.19,4.25,0.2269,0,BS_202207_BU05_APAC,55.14,118.42,0.77,35.97,282.61,605.03,0,2022,27.319999999999997,0.3414146463384154,24.129999999999995,18.654902999999997,83.22,365.83000000000004,549.89,-2.4799999999999898,20.07490299999999,0.21703422053231924,206.60657750000001,302.115,354.74916666666667,0.098,0.5824018684563507,0.4844018684563507,171.84115916666667,1.820134716912434,Strong Creator
FP_202208_BU05_APAC,2022-08-31,BU05,Asia Pacific,USD,80.82,30.74,22.33,3.23,4.27,0.2247,0,BS_202208_BU05_APAC,56.99,120.04,0.78,36.2,283.65,613.67,0,2022,27.75,0.3433556050482554,24.52,19.010355999999998,84.62,368.27,556.68,1.4000000000000057,16.570355999999993,0.15804556526723013,209.15877650000002,305.995,357.02250000000004,0.098,0.5858420029549958,0.4878420029549958,174.1705715,1.81924541250674,Strong Creator
FP_202209_BU05_APAC,2022-09-30,BU05,Asia Pacific,USD,80.16,30.22,22.37,3.28,4.02,0.2265,0,BS_202209_BU05_APAC,59.28,120.99,0.79,36.5,284.39,619.96,0,2022,27.569999999999997,0.343937125748503,24.289999999999996,18.788314999999997,85.28,369.66999999999996,560.6800000000001,0.6599999999999966,17.388315000000002,0.12426367461430576,210.96383550000002,308.90500000000003,359.135,0.098,0.5874220989321565,0.4894220989321565,175.7686055,1.8150564089283112,Strong Creator
FP_202210_BU05_APAC,2022-10-31,BU05,Asia Pacific,USD,83.79,31.77,23.27,3.32,4.08,0.2261,0,BS_202210_BU05_APAC,61.78,119.09,0.81,36.48,285.15,627.09,0,2022,28.75000000000001,0.34311970402195974,25.43000000000001,19.680277000000007,83.42000000000002,368.57,565.3100000000001,-1.8599999999999852,20.78027699999999,0.1376782077393075,213.4324525,312.63500000000005,360.9066666666667,0.098,0.591378525842323,0.493378525842323,178.06359916666668,1.8082108529115422,Strong Creator
FP_202211_BU05_APAC,2022-11-30,BU05,Asia Pacific,USD,91.2,34.63,24.74,3.36,4.24,0.2228,0,BS_202211_BU05_APAC,63.68,131.73,0.9,40.97,286.03,635.13,0,2022,31.830000000000002,0.34901315789473686,28.470000000000002,22.126884,91.66,377.68999999999994,571.45,8.23999999999998,13.00688400000002,0.07877927608232782,214.92487250000002,315.045,362.3358333333333,0.098,0.5931648286695355,0.4951648286695355,179.41596083333337,1.813867860146963,Strong Creator
FP_202212_BU05_APAC,2022-12-31,BU05,Asia Pacific,USD,92.69,35.31,25.54,3.41,4.82,0.2291,0,BS_202212_BU05_APAC,65.13,131.62,0.92,40.56,287.44,643.46,0,2022,31.839999999999996,0.3435106268205847,28.429999999999996,21.916687,91.97999999999999,379.41999999999996,578.33,0.3199999999999932,20.186687000000006,0.14150246305418723,217.5227745,319.03499999999997,364.0641666666666,0.098,0.5974847140041706,0.4994847140041706,181.84448616666668,1.8127478176375635,Strong Creator
FP_202301_BU05_APAC,2023-01-31,BU05,Asia Pacific,USD,75.85,28.81,22.6,3.46,3.88,0.2264,0,BS_202301_BU05_APAC,65.31,112.33,0.81,33.3,287.86,647.26,0,2023,24.43999999999999,0.32221489782465385,20.97999999999999,16.230127999999993,79.84,367.70000000000005,581.95,-12.139999999999986,27.95012799999998,0.10762266355140171,219.491259,322.14,365.4983333333333,0.104,0.6005260188144954,0.49652601881449543,181.47943233333336,1.806512696343205,Strong Creator
FP_202302_BU05_APAC,2023-02-28,BU05,Asia Pacific,USD,90.49,34.43,26.1,3.5,4.55,0.2224,0,BS_202302_BU05_APAC,65.7,139.4,0.96,43.71,288.91,665.52,0,2023,29.959999999999994,0.33108630787932364,26.459999999999994,20.575295999999998,96.65,385.56000000000006,599.8199999999999,16.810000000000002,2.715295999999995,0.3595252403846152,225.571755,330.32,368.20416666666665,0.104,0.6126268397288642,0.5086268397288642,187.27852166666668,1.8158755146524581,Strong Creator
FP_202303_BU05_APAC,2023-03-31,BU05,Asia Pacific,USD,93.16,35.45,26.78,3.55,5.01,0.2301,0,BS_202303_BU05_APAC,65.18,129.63,0.91,40.19,290.37,677.7,0,2023,30.929999999999993,0.332009446114212,27.379999999999992,21.079861999999995,90.35,380.72,612.52,-6.300000000000011,25.91986200000001,0.2793188684427357,230.16300499999997,336.98999999999995,370.4783333333333,0.104,0.6212590164966912,0.5172590164966913,191.63325833333332,1.8176207009110064,Strong Creator
FP_202304_BU05_APAC,2023-04-30,BU05,Asia Pacific,USD,86.24,32.88,24.72,3.6,4.55,0.2243,0,BS_202304_BU05_APAC,63.96,131.62,0.9,39.66,291.32,686.9,0,2023,28.639999999999993,0.33209647495361777,25.039999999999992,19.423527999999994,92.86000000000001,384.18,622.9399999999999,2.5100000000000193,15.963527999999975,0.16273425913442074,232.603818,340.61999999999995,372.77666666666664,0.104,0.6239763343556911,0.5199763343556911,193.83504466666665,1.8288415242792555,Strong Creator
FP_202305_BU05_APAC,2023-05-31,BU05,Asia Pacific,USD,87.81,33.34,25.32,3.65,4.85,0.2226,0,BS_202305_BU05_APAC,63.25,125.96,0.86,38.31,292.52,695.69,0,2023,29.15,0.3319667463842387,25.5,19.8237,88.50999999999999,381.03,632.44,-4.350000000000023,22.973700000000022,0.18935392117025596,236.01309899999998,345.46,374.6575,0.104,0.629943612499416,0.525943612499416,197.04871899999998,1.8307184623400685,Strong Creator
FP_202306_BU05_APAC,2023-06-30,BU05,Asia Pacific,USD,97.06,37.12,27.11,3.7,5.24,0.2277,0,BS_202306_BU05_APAC,63.52,140.13,0.94,43.89,294.06,708.48,0,2023,32.830000000000005,0.3382443849165465,29.130000000000006,22.497099000000006,97.17999999999999,391.24,644.96,8.670000000000002,12.287099000000005,0.19915987150976044,239.80703499999998,351.01,376.6566666666667,0.104,0.6366727479490605,0.5326727479490605,200.63474166666666,1.8374405287598645,Strong Creator
FP_202307_BU05_APAC,2023-07-31,BU05,Asia Pacific,USD,91.59,35.09,26.03,3.72,5.0,0.2214,0,BS_202307_BU05_APAC,64.58,131.83,0.89,40.41,295.34,714.22,0,2023,30.47,0.3326782399825308,26.75,20.82755,92.31,387.65,649.64,-4.86999999999999,24.417549999999988,0.14458885278680333,241.979682,354.15999999999997,378.47499999999997,0.104,0.639354467269965,0.535354467269965,202.618282,1.8343121752880056,Strong Creator
FP_202308_BU05_APAC,2023-08-31,BU05,Asia Pacific,USD,94.35,36.21,26.68,3.69,4.91,0.2285,0,BS_202308_BU05_APAC,66.78,135.14,0.92,41.68,296.56,722.79,0,2023,31.459999999999994,0.33343932167461576,27.769999999999992,21.424554999999994,94.37999999999997,390.93999999999994,656.01,2.0699999999999648,18.13455500000003,0.1674090571640683,244.393881,357.86999999999995,380.3641666666667,0.104,0.642526037985527,0.538526037985527,204.83600766666666,1.8330958169167577,Strong Creator
FP_202309_BU05_APAC,2023-09-30,BU05,Asia Pacific,USD,102.3,38.95,28.32,3.67,5.17,0.224,0,BS_202309_BU05_APAC,70.23,143.86,0.99,45.33,298.06,736.84,0,2023,35.029999999999994,0.34242424242424235,31.359999999999992,24.335359999999994,99.52000000000002,397.58000000000004,666.61,5.140000000000057,17.695359999999937,0.2761976047904191,249.940926,365.3299999999999,382.69,0.104,0.6531159058245577,0.5491159058245577,210.141166,1.824679057290669,Strong Creator
FP_202310_BU05_APAC,2023-10-31,BU05,Asia Pacific,USD,110.32,41.86,29.9,3.66,5.43,0.227,0,BS_202310_BU05_APAC,74.16,154.73,1.05,47.94,299.83,755.38,0,2023,38.559999999999995,0.3495286439448876,34.89999999999999,26.977699999999995,107.84,407.66999999999996,681.22,8.319999999999979,16.887700000000017,0.3166248955722639,257.23834899999997,375.13999999999993,385.9483333333333,0.104,0.6665098065803281,0.5625098065803281,217.09972233333332,1.8159087274084347,Strong Creator
FP_202311_BU05_APAC,2023-11-30,BU05,Asia Pacific,USD,114.46,43.47,30.86,3.64,5.62,0.2244,0,BS_202311_BU05_APAC,77.47,164.51,1.14,51.16,301.81,769.48,0,2023,40.129999999999995,0.3506028306832081,36.489999999999995,28.301644,114.48999999999998,416.29999999999995,692.01,6.649999999999977,19.671644000000022,0.2550438596491227,263.41310899999996,383.43999999999994,389.1658333333333,0.104,0.6768659693061441,0.5728659693061441,222.9398623333333,1.8047412893803465,Strong Creator
