balance_id,period_end,business_unit_id,region,currency_code,cash_usd_m,accounts_receivable_usd_m,inventory_usd_m,accounts_payable_usd_m,net_fixed_assets_usd_m,total_debt_usd_m,outlier_flag
BS_202311_BU05_NA,2023-11-30,BU05,North America,USD,89.93,186.8,1.36,66.24,398.5,959.62,0
BS_202312_BU01_APAC,2023-12-31,BU01,Asia Pacific,USD,107.26,277.01,4.52,93.49,767.96,1226.33,0
BS_202312_BU01_EU,2023-12-31,BU01,Europe,USD,78.94,218.89,3.43,79.33,602.52,898.43,0
BS_202312_BU01_LATAM,2023-12-31,BU01,Latin America,USD,35.62,100.69,1.58,35.22,263.26,399.98,0
BS_202312_BU01_NA,2023-12-31,BU01,North America,USD,123.9,327.99,5.54,124.12,998.77,1510.4,0
BS_202312_BU02_APAC,2023-12-31,BU02,Asia Pacific,USD,66.65,273.51,210.93,156.76,967.05,775.34,0
BS_202312_BU02_EU,2023-12-31,BU02,Europe,USD,71.46,293.64,233.95,187.45,1086.3,815.99,0
BS_202312_BU02_LATAM,2023-12-31,BU02,Latin America,USD,33.52,149.54,111.53,83.56,503.21,376.32,0
BS_202312_BU02_NA,2023-12-31,BU02,North America,USD,101.21,399.27,344.63,247.22,1632.76,1240.98,0
BS_202312_BU03_APAC,2023-12-31,BU03,Asia Pacific,USD,59.9,188.01,79.57,76.42,845.82,754.02,0
BS_202312_BU03_EU,2023-12-31,BU03,Europe,USD,69.75,234.45,97.4,102.04,1044.38,874.51,0
BS_202312_BU03_LATAM,2023-12-31,BU03,Latin America,USD,22.98,81.12,32.25,32.76,335.13,283.16,0
BS_202312_BU03_NA,2023-12-31,BU03,North America,USD,124.85,403.71,178.22,176.47,1973.99,1679.21,0
BS_202312_BU04_APAC,2023-12-31,BU04,Asia Pacific,USD,56.43,264.73,247.1,124.88,2115.45,1080.19,0
BS_202312_BU04_EU,2023-12-31,BU04,Europe,USD,64.02,311.08,282.58,150.0,2779.73,1295.82,0
BS_202312_BU04_LATAM,2023-12-31,BU04,Latin America,USD,22.92,114.84,103.46,51.53,880.05,433.64,0
BS_202312_BU04_NA,2023-12-31,BU04,North America,USD,77.56,350.2,343.51,158.38,3245.78,1603.37,0
BS_202312_BU05_APAC,2023-12-31,BU05,Asia Pacific,USD,79.57,159.12,1.12,48.59,303.77,780.23,0
BS_202312_BU05_EU,2023-12-31,BU05,Europe,USD,49.7,108.62,0.74,36.67,200.13,484.0,0
BS_202312_BU05_LATAM,2023-12-31,BU05,Latin America,USD,25.08,56.39,0.37,18.04,99.95,241.74,0
BS_202312_BU05_NA,2023-12-31,BU05,North America,USD,93.55,191.71,1.39,67.27,400.81,972.38,0
BS_202401_BU01_APAC,2024-01-31,BU01,Asia Pacific,USD,108.25,264.8,4.31,86.6,771.82,1244.48,0
BS_202401_BU01_EU,2024-01-31,BU01,Europe,USD,81.88,207.84,3.32,73.73,604.24,911.86,0
BS_202401_BU01_LATAM,2024-01-31,BU01,Latin America,USD,35.08,95.41,1.48,32.41,264.0,404.04,0
BS_202401_BU01_NA,2024-01-31,BU01,North America,USD,129.88,307.29,5.37,115.28,1001.29,1534.8,0
BS_202401_BU02_APAC,2024-01-31,BU02,Asia Pacific,USD,66.16,190.57,152.18,70.54,966.99,766.99,0
BS_202401_BU02_EU,2024-01-31,BU02,Europe,USD,73.15,206.0,170.84,83.74,1085.98,813.81,0
BS_202401_BU02_LATAM,2024-01-31,BU02,Latin America,USD,32.67,103.11,79.39,39.1,503.03,372.94,0
BS_202401_BU02_NA,2024-01-31,BU02,North America,USD,104.6,272.58,250.81,118.45,1632.37,1233.66,0
BS_202401_BU03_APAC,2024-01-31,BU03,Asia Pacific,USD,59.89,189.99,79.21,75.9,847.01,759.35,0
BS_202401_BU03_EU,2024-01-31,BU03,Europe,USD,71.76,230.16,97.68,100.24,1046.01,883.12,0
BS_202401_BU03_LATAM,2024-01-31,BU03,Latin America,USD,22.47,82.38,32.38,34.26,335.66,285.28,0
BS_202401_BU03_NA,2024-01-31,BU03,North America,USD,129.44,402.95,178.87,182.31,1977.37,1692.09,0
BS_202401_BU04_APAC,2024-01-31,BU04,Asia Pacific,USD,56.22,248.69,233.65,113.31,2117.85,1089.04,0
BS_202401_BU04_EU,2024-01-31,BU04,Europe,USD,65.52,296.21,270.41,147.86,2781.93,1306.07,0
BS_202401_BU04_LATAM,2024-01-31,BU04,Latin America,USD,22.38,110.76,98.53,52.59,880.77,437.62,0
BS_202401_BU04_NA,2024-01-31,BU04,North America,USD,80.08,349.51,340.74,202.51,3248.63,1612.63,0
BS_202401_BU05_APAC,2024-01-31,BU05,Asia Pacific,USD,80.44,139.48,1.0,41.48,304.93,790.94,0
BS_202401_BU05_EU,2024-01-31,BU05,Europe,USD,51.26,94.92,0.65,30.58,200.8,486.76,0
BS_202401_BU05_LATAM,2024-01-31,BU05,Latin America,USD,24.6,50.76,0.34,15.7,100.31,242.78,0
BS_202401_BU05_NA,2024-01-31,BU05,North America,USD,97.44,172.2,1.29,59.31,402.33,978.79,0
BS_202402_BU01_APAC,2024-02-29,BU01,Asia Pacific,USD,107.55,281.43,4.48,93.25,776.23,1261.89,0
BS_202402_BU01_EU,2024-02-29,BU01,Europe,USD,83.46,217.13,3.42,76.91,605.63,924.15,0
BS_202402_BU01_LATAM,2024-02-29,BU01,Latin America,USD,34.36,101.87,1.53,35.1,264.72,407.77,0
BS_202402_BU01_NA,2024-02-29,BU01,North America,USD,135.08,322.5,5.53,120.64,1003.52,1552.11,0
BS_202402_BU02_APAC,2024-02-29,BU02,Asia Pacific,USD,64.96,188.36,151.5,107.48,967.55,763.6,0
BS_202402_BU02_EU,2024-02-29,BU02,Europe,USD,73.89,211.52,170.05,128.76,1086.09,810.5,0
BS_202402_BU02_LATAM,2024-02-29,BU02,Latin America,USD,31.72,104.56,77.66,58.26,502.95,372.34,0
BS_202402_BU02_NA,2024-02-29,BU02,North America,USD,107.98,275.8,249.38,182.11,1632.91,1230.41,0
BS_202402_BU03_APAC,2024-02-29,BU03,Asia Pacific,USD,59.08,205.52,84.61,91.28,848.66,765.07,0
BS_202402_BU03_EU,2024-02-29,BU03,Europe,USD,72.85,243.85,103.23,115.34,1048.22,890.88,0
BS_202402_BU03_LATAM,2024-02-29,BU03,Latin America,USD,21.93,86.33,33.72,38.22,336.37,287.83,0
BS_202402_BU03_NA,2024-02-29,BU03,North America,USD,134.3,427.1,189.93,210.47,1981.25,1709.64,0
BS_202402_BU04_APAC,2024-02-29,BU04,Asia Pacific,USD,55.25,270.58,247.3,167.26,2120.31,1094.91,0
BS_202402_BU04_EU,2024-02-29,BU04,Europe,USD,66.29,319.12,288.64,211.85,2784.38,1315.25,0
BS_202402_BU04_LATAM,2024-02-29,BU04,Latin America,USD,21.72,118.69,103.54,74.19,882.0,440.05,0
BS_202402_BU04_NA,2024-02-29,BU04,North America,USD,82.68,371.27,358.19,248.61,3252.53,1628.15,0
BS_202402_BU05_APAC,2024-02-29,BU05,Asia Pacific,USD,79.58,151.14,1.06,46.74,306.71,798.1,0
BS_202402_BU05_EU,2024-02-29,BU05,Europe,USD,52.14,101.38,0.69,33.55,201.63,491.01,0
BS_202402_BU05_LATAM,2024-02-29,BU05,Latin America,USD,24.2,56.26,0.36,18.18,100.84,246.32,0
BS_202402_BU05_NA,2024-02-29,BU05,North America,USD,101.03,178.08,1.33,62.42,403.97,983.81,0
BS_202403_BU01_APAC,2024-03-31,BU01,Asia Pacific,USD,105.87,277.1,4.47,92.44,782.12,1274.63,0
BS_202403_BU01_EU,2024-03-31,BU01,Europe,USD,83.84,220.5,3.45,78.16,608.14,932.38,0
BS_202403_BU01_LATAM,2024-03-31,BU01,Latin America,USD,33.84,100.42,1.52,34.89,265.73,410.46,0
BS_202403_BU01_NA,2024-03-31,BU01,North America,USD,139.83,319.03,5.66,121.4,1007.51,1566.5,0
BS_202403_BU02_APAC,2024-03-31,BU02,Asia Pacific,USD,63.4,183.72,146.48,104.43,968.65,766.8,0
BS_202403_BU02_EU,2024-03-31,BU02,Europe,USD,73.32,201.45,161.97,118.25,1087.13,811.94,0
BS_202403_BU02_LATAM,2024-03-31,BU02,Latin America,USD,30.93,102.1,74.32,57.52,503.42,373.24,0
BS_202403_BU02_NA,2024-03-31,BU02,North America,USD,110.7,277.45,247.53,189.91,1634.89,1238.5,0
BS_202403_BU03_APAC,2024-03-31,BU03,Asia Pacific,USD,57.76,199.57,83.16,78.85,851.08,766.95,0
BS_202403_BU03_EU,2024-03-31,BU03,Europe,USD,72.95,238.37,101.53,100.79,1050.6,898.29,0
BS_202403_BU03_LATAM,2024-03-31,BU03,Latin America,USD,21.47,84.21,32.7,33.4,337.21,289.34,0
BS_202403_BU03_NA,2024-03-31,BU03,North America,USD,137.87,411.45,185.19,177.5,1985.46,1718.34,0
BS_202403_BU04_APAC,2024-03-31,BU04,Asia Pacific,USD,54.04,277.02,250.45,153.81,2124.37,1110.14,0
BS_202403_BU04_EU,2024-03-31,BU04,Europe,USD,65.77,316.71,288.43,180.18,2787.52,1324.34,0
BS_202403_BU04_LATAM,2024-03-31,BU04,Latin America,USD,21.21,121.62,103.41,66.98,883.67,445.08,0
BS_202403_BU04_NA,2024-03-31,BU04,North America,USD,84.42,380.35,368.65,239.95,3258.49,1643.59,0
BS_202403_BU05_APAC,2024-03-31,BU05,Asia Pacific,USD,78.25,151.36,1.06,46.86,308.9,805.26,0
BS_202403_BU05_EU,2024-03-31,BU05,Europe,USD,52.23,97.68,0.68,32.59,202.84,492.99,0
BS_202403_BU05_LATAM,2024-03-31,BU05,Latin America,USD,23.99,57.36,0.36,18.53,101.6,250.07,0
BS_202403_BU05_NA,2024-03-31,BU05,North America,USD,104.21,184.91,1.38,65.26,406.62,990.37,0
BS_202404_BU01_APAC,2024-04-30,BU01,Asia Pacific,USD,104.55,292.8,4.64,97.36,788.11,1294.34,0
BS_202404_BU01_EU,2024-04-30,BU01,Europe,USD,83.43,228.53,3.63,82.25,610.43,942.01,0
BS_202404_BU01_LATAM,2024-04-30,BU01,Latin America,USD,33.86,104.07,1.55,35.97,266.91,413.74,0
BS_202404_BU01_NA,2024-04-30,BU01,North America,USD,142.87,323.92,5.88,124.13,1011.89,1583.14,0
BS_202404_BU02_APAC,2024-04-30,BU02,Asia Pacific,USD,61.64,193.22,151.26,120.78,969.83,770.94,0
BS_202404_BU02_EU,2024-04-30,BU02,Europe,USD,72.0,213.03,169.34,144.82,1088.25,816.05,0
BS_202404_BU02_LATAM,2024-04-30,BU02,Latin America,USD,30.64,105.57,78.01,69.76,504.09,375.1,0
BS_202404_BU02_NA,2024-04-30,BU02,North America,USD,111.84,290.15,256.84,208.39,1636.69,1244.88,0
BS_202404_BU03_APAC,2024-04-30,BU03,Asia Pacific,USD,56.47,202.84,84.44,83.87,853.61,770.25,0
BS_202404_BU03_EU,2024-04-30,BU03,Europe,USD,72.06,243.14,103.55,108.04,1053.3,903.35,0
BS_202404_BU03_LATAM,2024-04-30,BU03,Latin America,USD,21.34,86.54,33.2,36.54,338.12,290.33,0
BS_202404_BU03_NA,2024-04-30,BU03,North America,USD,139.72,424.44,191.72,198.66,1990.69,1723.48,0
BS_202404_BU04_APAC,2024-04-30,BU04,Asia Pacific,USD,52.84,287.74,260.22,169.72,2128.74,1124.16,0
BS_202404_BU04_EU,2024-04-30,BU04,Europe,USD,64.56,336.38,303.27,213.92,2790.66,1333.47,0
BS_202404_BU04_LATAM,2024-04-30,BU04,Latin America,USD,21.02,129.49,107.36,77.19,885.68,449.62,0
BS_202404_BU04_NA,2024-04-30,BU04,North America,USD,85.26,396.63,386.4,260.65,3264.65,1659.14,0
BS_202404_BU05_APAC,2024-04-30,BU05,Asia Pacific,USD,77.09,159.1,1.08,48.29,311.22,813.04,0
BS_202404_BU05_EU,2024-04-30,BU05,Europe,USD,52.11,104.39,0.72,34.61,204.26,499.86,0
BS_202404_BU05_LATAM,2024-04-30,BU05,Latin America,USD,24.01,60.21,0.37,18.8,102.43,252.14,0
BS_202404_BU05_NA,2024-04-30,BU05,North America,USD,106.6,192.38,1.45,67.35,409.86,1000.58,0
BS_202405_BU01_APAC,2024-05-31,BU01,Asia Pacific,USD,103.45,285.69,4.54,94.87,794.03,1306.33,0
BS_202405_BU01_EU,2024-05-31,BU01,Europe,USD,82.22,230.92,3.63,82.19,613.21,950.66,0
BS_202405_BU01_LATAM,2024-05-31,BU01,Latin America,USD,34.46,106.54,1.57,36.99,268.17,416.87,0
BS_202405_BU01_NA,2024-05-31,BU01,North America,USD,143.75,319.92,5.89,122.08,1016.35,1595.66,0
BS_202405_BU02_APAC,2024-05-31,BU02,Asia Pacific,USD,60.5,200.12,157.84,128.27,972.2,779.41,0
BS_202405_BU02_EU,2024-05-31,BU02,Europe,USD,69.98,220.09,173.81,144.91,1089.9,822.28,0
BS_202405_BU02_LATAM,2024-05-31,BU02,Latin America,USD,30.76,108.79,80.04,69.34,505.01,377.26,0
BS_202405_BU02_NA,2024-05-31,BU02,North America,USD,111.21,302.81,266.78,216.69,1639.67,1250.23,0
BS_202405_BU03_APAC,2024-05-31,BU03,Asia Pacific,USD,55.52,193.5,80.94,73.87,856.08,771.54,0
BS_202405_BU03_EU,2024-05-31,BU03,Europe,USD,70.43,404.18,99.75,96.34,1055.84,905.72,1
BS_202405_BU03_LATAM,2024-05-31,BU03,Latin America,USD,21.55,82.85,32.05,32.78,339.03,290.5,0
BS_202405_BU03_NA,2024-05-31,BU03,North America,USD,139.27,403.68,186.17,173.53,1995.29,1722.19,0
BS_202405_BU04_APAC,2024-05-31,BU04,Asia Pacific,USD,51.79,278.7,251.52,137.1,2133.67,1135.75,0
BS_202405_BU04_EU,2024-05-31,BU04,Europe,USD,63.05,333.46,304.26,191.7,2794.39,1347.73,0
BS_202405_BU04_LATAM,2024-05-31,BU04,Latin America,USD,21.21,127.87,104.65,64.98,887.44,455.46,0
BS_202405_BU04_NA,2024-05-31,BU04,North America,USD,84.99,388.65,383.0,223.08,3270.96,1681.03,0
BS_202405_BU05_APAC,2024-05-31,BU05,Asia Pacific,USD,76.54,186.63,1.08,48.98,316.37,824.87,0
BS_202405_BU05_EU,2024-05-31,BU05,Europe,USD,51.55,121.17,0.73,35.13,207.5,508.87,0
BS_202405_BU05_LATAM,2024-05-31,BU05,Latin America,USD,24.7,71.22,0.38,19.63,104.37,258.13,0
BS_202405_BU05_NA,2024-05-31,BU05,North America,USD,108.03,233.13,1.54,71.3,416.86,1021.49,0
BS_202406_BU01_APAC,2024-06-30,BU01,Asia Pacific,USD,104.67,321.89,5.02,109.16,801.05,1333.93,0
BS_202406_BU01_EU,2024-06-30,BU01,Europe,USD,80.92,244.54,3.82,88.48,615.98,957.57,0
BS_202406_BU01_LATAM,2024-06-30,BU01,Latin America,USD,35.59,113.7,1.62,38.91,269.43,420.86,0
BS_202406_BU01_NA,2024-06-30,BU01,North America,USD,142.74,356.01,6.36,136.0,1022.0,1618.01,0
BS_202406_BU02_APAC,2024-06-30,BU02,Asia Pacific,USD,60.3,208.88,167.12,139.49,974.6,788.81,0
BS_202406_BU02_EU,2024-06-30,BU02,Europe,USD,68.25,239.6,187.44,171.16,1092.43,832.87,0
BS_202406_BU02_LATAM,2024-06-30,BU02,Latin America,USD,31.51,116.85,85.04,78.2,506.08,382.26,0
BS_202406_BU02_NA,2024-06-30,BU02,North America,USD,109.33,314.23,279.59,230.1,1642.71,1263.27,0
BS_202406_BU03_APAC,2024-06-30,BU03,Asia Pacific,USD,55.32,202.82,83.16,86.06,858.45,773.59,0
BS_202406_BU03_EU,2024-06-30,BU03,Europe,USD,68.59,245.84,101.71,108.44,1058.36,905.32,0
BS_202406_BU03_LATAM,2024-06-30,BU03,Latin America,USD,22.11,85.02,32.83,36.67,339.87,291.28,0
BS_202406_BU03_NA,2024-06-30,BU03,North America,USD,136.6,406.16,188.57,186.24,1999.16,1719.72,0
BS_202406_BU04_APAC,2024-06-30,BU04,Asia Pacific,USD,51.38,291.04,256.47,163.69,2138.02,1141.16,0
BS_202406_BU04_EU,2024-06-30,BU04,Europe,USD,61.34,340.96,308.02,199.94,2797.4,1357.21,0
BS_202406_BU04_LATAM,2024-06-30,BU04,Latin America,USD,21.72,130.18,106.21,73.19,889.15,457.91,0
BS_202406_BU04_NA,2024-06-30,BU04,North America,USD,83.46,408.64,402.77,271.67,3278.02,1688.92,0
BS_202406_BU05_APAC,2024-06-30,BU05,Asia Pacific,USD,77.15,243.05,1.19,55.78,326.13,839.27,0
BS_202406_BU05_EU,2024-06-30,BU05,Europe,USD,50.89,152.35,0.78,38.55,213.23,518.22,0
BS_202406_BU05_LATAM,2024-06-30,BU05,Latin America,USD,25.88,88.21,0.4,21.15,107.69,265.46,0
BS_202406_BU05_NA,2024-06-30,BU05,North America,USD,108.1,291.11,1.64,76.28,428.24,1042.21,0
BS_202407_BU01_APAC,2024-07-31,BU01,Asia Pacific,USD,107.48,299.95,4.71,98.9,807.43,1354.05,0
BS_202407_BU01_EU,2024-07-31,BU01,Europe,USD,80.11,231.59,3.58,81.59,618.25,963.95,0
BS_202407_BU01_LATAM,2024-07-31,BU01,Latin America,USD,37.13,106.1,1.55,36.0,270.23,422.97,0
BS_202407_BU01_NA,2024-07-31,BU01,North America,USD,140.39,322.98,5.88,120.29,1025.74,1630.04,0
BS_202407_BU02_APAC,2024-07-31,BU02,Asia Pacific,USD,61.02,203.15,159.26,109.7,976.36,801.19,0
BS_202407_BU02_EU,2024-07-31,BU02,Europe,USD,66.78,212.64,172.85,114.4,1093.53,843.64,0
BS_202407_BU02_LATAM,2024-07-31,BU02,Latin America,USD,32.78,116.85,84.83,69.43,507.03,390.67,0
BS_202407_BU02_NA,2024-07-31,BU02,North America,USD,106.82,300.1,273.69,194.62,1645.05,1282.23,0
BS_202407_BU03_APAC,2024-07-31,BU03,Asia Pacific,USD,55.97,193.81,78.88,72.63,860.43,777.2,0
BS_202407_BU03_EU,2024-07-31,BU03,Europe,USD,67.36,237.7,97.83,96.31,1060.57,909.46,0
BS_202407_BU03_LATAM,2024-07-31,BU03,Latin America,USD,22.96,83.68,32.44,34.35,340.69,293.25,0
BS_202407_BU03_NA,2024-07-31,BU03,North America,USD,133.19,402.24,185.35,176.34,2002.99,1723.65,0
BS_202407_BU04_APAC,2024-07-31,BU04,Asia Pacific,USD,52.07,271.96,241.09,123.79,2141.69,1157.28,0
BS_202407_BU04_EU,2024-07-31,BU04,Europe,USD,60.16,319.04,290.8,155.45,2800.63,1373.14,0
BS_202407_BU04_LATAM,2024-07-31,BU04,Latin America,USD,22.44,124.29,101.26,59.2,890.68,462.92,0
BS_202407_BU04_NA,2024-07-31,BU04,North America,USD,81.65,380.37,373.19,178.44,3283.15,1718.37,0
BS_202407_BU05_APAC,2024-07-31,BU05,Asia Pacific,USD,79.34,202.4,1.15,52.97,331.55,847.25,0
BS_202407_BU05_EU,2024-07-31,BU05,Europe,USD,50.45,126.63,0.75,36.43,216.41,519.05,0
BS_202407_BU05_LATAM,2024-07-31,BU05,Latin America,USD,27.22,72.33,0.39,19.87,109.6,266.8,0
BS_202407_BU05_NA,2024-07-31,BU05,North America,USD,107.37,244.06,1.61,73.52,435.22,1051.07,0
BS_202408_BU01_APAC,2024-08-31,BU01,Asia Pacific,USD,111.93,303.59,4.7,99.33,813.2,1380.47,0
BS_202408_BU01_EU,2024-08-31,BU01,Europe,USD,80.5,233.17,3.59,82.83,620.37,975.59,0
BS_202408_BU01_LATAM,2024-08-31,BU01,Latin America,USD,38.78,105.04,1.57,36.2,271.24,427.14,0
BS_202408_BU01_NA,2024-08-31,BU01,North America,USD,138.03,332.1,5.96,125.45,1029.34,1647.83,0
BS_202408_BU02_APAC,2024-08-31,BU02,Asia Pacific,USD,62.82,216.05,170.99,140.2,977.85,815.02,0
BS_202408_BU02_EU,2024-08-31,BU02,Europe,USD,66.2,221.27,183.42,151.97,1094.63,850.61,0
BS_202408_BU02_LATAM,2024-08-31,BU02,Latin America,USD,33.97,113.16,88.94,73.61,507.69,394.77,0
BS_202408_BU02_NA,2024-08-31,BU02,North America,USD,104.14,306.05,285.79,219.57,1646.88,1300.15,0
BS_202408_BU03_APAC,2024-08-31,BU03,Asia Pacific,USD,57.36,192.1,78.82,77.89,861.99,780.56,0
BS_202408_BU03_EU,2024-08-31,BU03,Europe,USD,67.07,244.56,98.29,105.22,1062.53,916.5,0
BS_202408_BU03_LATAM,2024-08-31,BU03,Latin America,USD,23.81,86.99,32.84,36.36,341.42,295.71,0
BS_202408_BU03_NA,2024-08-31,BU03,North America,USD,129.77,403.54,186.3,184.46,2006.41,1732.02,0
BS_202408_BU04_APAC,2024-08-31,BU04,Asia Pacific,USD,53.31,266.4,233.07,130.16,2144.4,1168.9,0
BS_202408_BU04_EU,2024-08-31,BU04,Europe,USD,59.7,302.85,273.98,146.27,2803.19,1386.89,0
BS_202408_BU04_LATAM,2024-08-31,BU04,Latin America,USD,23.18,120.31,98.75,60.65,891.99,467.56,0
BS_202408_BU04_NA,2024-08-31,BU04,North America,USD,79.74,383.87,373.41,225.65,3288.01,1736.37,0
BS_202408_BU05_APAC,2024-08-31,BU05,Asia Pacific,USD,82.74,181.09,1.18,54.42,334.15,859.75,0
BS_202408_BU05_EU,2024-08-31,BU05,Europe,USD,50.93,115.79,0.77,38.34,218.06,525.98,0
BS_202408_BU05_LATAM,2024-08-31,BU05,Latin America,USD,28.49,64.29,0.39,19.85,110.42,269.13,0
BS_202408_BU05_NA,2024-08-31,BU05,North America,USD,105.71,208.09,1.56,71.2,438.4,1058.66,0
BS_202409_BU01_APAC,2024-09-30,BU01,Asia Pacific,USD,117.38,332.93,5.09,112.23,819.73,1401.47,0
BS_202409_BU01_EU,2024-09-30,BU01,Europe,USD,82.24,248.08,3.8,90.21,622.92,987.33,0
BS_202409_BU01_LATAM,2024-09-30,BU01,Latin America,USD,40.27,116.19,1.72,40.86,272.55,432.73,0
BS_202409_BU01_NA,2024-09-30,BU01,North America,USD,137.11,368.71,6.46,143.59,1033.33,1673.73,0
BS_202409_BU02_APAC,2024-09-30,BU02,Asia Pacific,USD,65.18,229.79,192.94,163.94,979.8,829.15,0
BS_202409_BU02_EU,2024-09-30,BU02,Europe,USD,66.93,239.38,206.42,183.4,1096.23,862.25,0
BS_202409_BU02_LATAM,2024-09-30,BU02,Latin America,USD,34.97,126.97,102.62,95.38,508.56,400.36,0
BS_202409_BU02_NA,2024-09-30,BU02,North America,USD,102.37,336.97,324.36,277.44,1649.69,1319.02,0
BS_202409_BU03_APAC,2024-09-30,BU03,Asia Pacific,USD,59.38,199.69,81.71,85.88,863.46,784.09,0
BS_202409_BU03_EU,2024-09-30,BU03,Europe,USD,67.8,251.27,100.63,112.25,1064.27,920.18,0
BS_202409_BU03_LATAM,2024-09-30,BU03,Latin America,USD,24.59,89.8,34.53,39.98,342.09,298.21,0
BS_202409_BU03_NA,2024-09-30,BU03,North America,USD,127.51,426.48,192.44,202.47,2009.57,1741.02,0
BS_202409_BU04_APAC,2024-09-30,BU04,Asia Pacific,USD,55.28,296.12,251.64,186.97,2147.87,1181.87,0
BS_202409_BU04_EU,2024-09-30,BU04,Europe,USD,60.27,330.98,294.75,225.29,2804.86,1390.39,0
BS_202409_BU04_LATAM,2024-09-30,BU04,Latin America,USD,23.82,131.27,107.16,85.31,893.33,471.24,0
BS_202409_BU04_NA,2024-09-30,BU04,North America,USD,78.48,422.44,398.98,290.8,3293.8,1757.54,0
BS_202409_BU05_APAC,2024-09-30,BU05,Asia Pacific,USD,86.54,181.03,1.22,56.25,336.44,868.0,0
BS_202409_BU05_EU,2024-09-30,BU05,Europe,USD,52.09,119.78,0.8,40.55,219.57,531.79,0
BS_202409_BU05_LATAM,2024-09-30,BU05,Latin America,USD,29.66,66.21,0.41,21.04,111.12,272.68,0
BS_202409_BU05_NA,2024-09-30,BU05,North America,USD,105.61,216.55,1.62,76.45,441.43,1080.57,0
BS_202410_BU01_APAC,2024-10-31,BU01,Asia Pacific,USD,123.12,322.24,5.07,107.67,825.8,1417.35,0
BS_202410_BU01_EU,2024-10-31,BU01,Europe,USD,85.35,240.48,3.77,87.38,625.32,997.78,0
BS_202410_BU01_LATAM,2024-10-31,BU01,Latin America,USD,41.3,112.58,1.73,39.26,273.67,436.46,0
BS_202410_BU01_NA,2024-10-31,BU01,North America,USD,138.03,354.64,6.2,133.96,1037.36,1690.91,0
BS_202410_BU02_APAC,2024-10-31,BU02,Asia Pacific,USD,67.94,256.28,213.28,177.01,982.59,848.79,0
BS_202410_BU02_EU,2024-10-31,BU02,Europe,USD,68.79,262.74,224.72,192.06,1098.58,876.88,0
BS_202410_BU02_LATAM,2024-10-31,BU02,Latin America,USD,35.54,137.8,111.08,94.36,509.78,408.02,0
BS_202410_BU02_NA,2024-10-31,BU02,North America,USD,102.32,359.71,344.27,268.83,1653.61,1345.87,0
BS_202410_BU03_APAC,2024-10-31,BU03,Asia Pacific,USD,61.59,199.42,81.44,80.2,864.78,788.96,0
BS_202410_BU03_EU,2024-10-31,BU03,Europe,USD,69.7,250.1,100.11,106.64,1066.11,924.33,0
BS_202410_BU03_LATAM,2024-10-31,BU03,Latin America,USD,25.08,87.48,34.37,36.11,342.74,299.99,0
BS_202410_BU03_NA,2024-10-31,BU03,North America,USD,127.16,409.87,187.96,180.96,2012.81,1742.82,0
BS_202410_BU04_APAC,2024-10-31,BU04,Asia Pacific,USD,57.52,302.98,264.59,183.17,2152.08,1200.37,0
BS_202410_BU04_EU,2024-10-31,BU04,Europe,USD,61.91,342.71,300.77,206.5,2806.48,1409.5,0
BS_202410_BU04_LATAM,2024-10-31,BU04,Latin America,USD,24.3,130.91,109.73,75.7,894.83,478.71,0
BS_202410_BU04_NA,2024-10-31,BU04,North America,USD,78.49,426.73,399.68,253.36,3299.45,1786.22,0
BS_202410_BU05_APAC,2024-10-31,BU05,Asia Pacific,USD,89.76,171.95,1.18,52.69,338.64,867.43,0
BS_202410_BU05_EU,2024-10-31,BU05,Europe,USD,54.05,120.56,0.8,40.19,221.06,537.81,0
BS_202410_BU05_LATAM,2024-10-31,BU05,Latin America,USD,30.45,66.41,0.42,21.0,111.81,275.18,0
BS_202410_BU05_NA,2024-10-31,BU05,North America,USD,106.68,221.51,1.61,77.28,444.22,1098.03,0
BS_202411_BU01_APAC,2024-11-30,BU01,Asia Pacific,USD,128.74,356.4,5.51,118.68,832.89,1448.64,0
BS_202411_BU01_EU,2024-11-30,BU01,Europe,USD,89.24,252.38,3.94,91.63,627.7,1011.81,0
BS_202411_BU01_LATAM,2024-11-30,BU01,Latin America,USD,41.64,114.88,1.8,40.17,274.76,440.66,0
BS_202411_BU01_NA,2024-11-30,BU01,North America,USD,140.97,365.94,6.32,137.99,1041.11,1708.02,0
BS_202411_BU02_APAC,2024-11-30,BU02,Asia Pacific,USD,70.41,286.26,232.44,197.28,986.68,868.33,0
BS_202411_BU02_EU,2024-11-30,BU02,Europe,USD,71.35,300.79,242.51,218.32,1102.11,893.2,0
BS_202411_BU02_LATAM,2024-11-30,BU02,Latin America,USD,35.68,157.47,120.62,108.79,511.47,416.04,0
BS_202411_BU02_NA,2024-11-30,BU02,North America,USD,103.62,419.86,369.75,318.42,1659.15,1370.8,0
BS_202411_BU03_APAC,2024-11-30,BU03,Asia Pacific,USD,63.56,209.9,86.13,91.63,866.13,795.31,0
BS_202411_BU03_EU,2024-11-30,BU03,Europe,USD,72.19,253.4,102.29,112.27,1067.29,928.13,0
BS_202411_BU03_LATAM,2024-11-30,BU03,Latin America,USD,25.12,88.39,35.31,38.31,343.28,300.49,0
BS_202411_BU03_NA,2024-11-30,BU03,North America,USD,128.68,418.6,190.08,193.71,2015.91,1746.26,0
