performance_id,period_end,business_unit_id,region,currency_code,revenue_usd_m,cogs_usd_m,operating_expense_usd_m,depreciation_amortization_usd_m,capex_usd_m,effective_tax_rate
FP_202312_BU05_EU,2023-12-31,BU05,Europe,USD,72.68,28.99,19.76,2.39,3.51,0.2609
FP_202312_BU05_LATAM,2023-12-31,BU05,Latin America,USD,35.50,14.15,10.00,1.19,1.78,0.2716
FP_202312_BU05_NA,2023-12-31,BU05,North America,USD,143.45,55.88,39.90,4.79,7.10,0.2471
FP_202401_BU01_APAC,2024-01-31,BU01,Asia Pacific,USD,163.72,64.21,47.48,8.07,11.93,0.2278
FP_202401_BU01_EU,2024-01-31,BU01,Europe,USD,124.26,50.53,36.30,6.33,8.05,0.2582
FP_202401_BU01_LATAM,2024-01-31,BU01,Latin America,USD,53.46,21.96,15.98,2.76,3.50,0.2722
FP_202401_BU01_NA,2024-01-31,BU01,North America,USD,207.39,83.51,61.28,10.49,13.01,0.2449
FP_202401_BU02_APAC,2024-01-31,BU02,Asia Pacific,USD,105.56,63.78,24.74,6.65,6.59,0.2267
FP_202401_BU02_EU,2024-01-31,BU02,Europe,USD,118.67,73.33,27.02,7.47,7.15,0.2582
FP_202401_BU02_LATAM,2024-01-31,BU02,Latin America,USD,53.67,33.19,12.68,3.46,3.28,0.2704
FP_202401_BU02_NA,2024-01-31,BU02,North America,USD,177.18,108.61,40.55,11.22,10.83,0.2510
FP_202401_BU03_APAC,2024-01-31,BU03,Asia Pacific,USD,96.33,45.98,26.05,5.89,7.08,0.2262
FP_202401_BU03_EU,2024-01-31,BU03,Europe,USD,118.29,57.73,31.28,7.27,8.90,0.2621
FP_202401_BU03_LATAM,2024-01-31,BU03,Latin America,USD,38.19,18.91,10.32,2.33,2.86,0.2734
FP_202401_BU03_NA,2024-01-31,BU03,North America,USD,221.12,107.74,59.35,13.74,17.12,0.2500
FP_202401_BU04_APAC,2024-01-31,BU04,Asia Pacific,USD,118.91,74.36,22.48,8.84,11.24,0.2248
FP_202401_BU04_EU,2024-01-31,BU04,Europe,USD,136.76,87.64,26.22,11.61,13.81,0.2520
FP_202401_BU04_LATAM,2024-01-31,BU04,Latin America,USD,49.23,31.50,9.36,3.68,4.40,0.2752
FP_202401_BU04_NA,2024-01-31,BU04,North America,USD,180.02,114.29,34.01,13.56,16.41,0.2472
FP_202401_BU05_APAC,2024-01-31,BU05,Asia Pacific,USD,94.18,35.85,27.02,3.62,4.78,0.2281
FP_202401_BU05_EU,2024-01-31,BU05,Europe,USD,60.35,23.82,16.80,2.38,3.05,0.2613
FP_202401_BU05_LATAM,2024-01-31,BU05,Latin America,USD,30.43,12.09,8.86,1.19,1.55,0.2680
FP_202401_BU05_NA,2024-01-31,BU05,North America,USD,124.38,48.90,35.56,4.77,6.29,0.2500
FP_202402_BU01_APAC,2024-02-29,BU01,Asia Pacific,USD,162.14,63.94,48.46,8.18,12.59,0.2213
FP_202402_BU01_EU,2024-02-29,BU01,Europe,USD,121.40,48.96,35.63,6.40,7.79,0.2564
FP_202402_BU01_LATAM,2024-02-29,BU01,Latin America,USD,53.65,22.04,16.17,2.80,3.52,0.2720
FP_202402_BU01_NA,2024-02-29,BU01,North America,USD,201.67,80.86,59.63,10.61,12.84,0.2450
FP_202402_BU02_APAC,2024-02-29,BU02,Asia Pacific,USD,109.75,65.98,25.31,6.69,7.25,0.2232
FP_202402_BU02_EU,2024-02-29,BU02,Europe,USD,120.98,74.43,27.23,7.51,7.62,0.2564
FP_202402_BU02_LATAM,2024-02-29,BU02,Latin America,USD,55.50,38.60,12.64,3.48,3.40,0.2706
FP_202402_BU02_NA,2024-02-29,BU02,North America,USD,183.55,111.96,41.57,11.29,11.83,0.2487
FP_202402_BU03_APAC,2024-02-29,BU03,Asia Pacific,USD,98.86,47.18,26.21,5.93,7.58,0.2251
FP_202402_BU03_EU,2024-02-29,BU03,Europe,USD,117.02,57.69,31.28,7.33,9.54,0.2594
FP_202402_BU03_LATAM,2024-02-29,BU03,Latin America,USD,38.44,18.97,10.30,2.35,3.06,0.2705
FP_202402_BU03_NA,2024-02-29,BU03,North America,USD,223.75,108.79,59.32,13.85,17.73,0.2462
FP_202402_BU04_APAC,2024-02-29,BU04,Asia Pacific,USD,123.97,77.23,22.97,8.88,11.34,0.2240
FP_202402_BU04_EU,2024-02-29,BU04,Europe,USD,143.39,91.02,26.45,11.66,14.11,0.2537
FP_202402_BU04_LATAM,2024-02-29,BU04,Latin America,USD,51.26,32.79,9.42,3.69,4.92,0.2738
FP_202402_BU04_NA,2024-02-29,BU04,North America,USD,183.63,115.48,34.35,13.62,17.52,0.2458
FP_202402_BU05_APAC,2024-02-29,BU05,Asia Pacific,USD,100.09,38.16,28.53,3.61,5.39,0.2253
FP_202402_BU05_EU,2024-02-29,BU05,Europe,USD,62.61,24.59,17.63,2.37,3.20,0.2585
FP_202402_BU05_LATAM,2024-02-29,BU05,Latin America,USD,33.02,13.21,9.41,1.18,1.71,0.2730
FP_202402_BU05_NA,2024-02-29,BU05,North America,USD,123.37,48.37,35.17,4.75,6.39,0.2498
FP_202403_BU01_APAC,2024-03-31,BU01,Asia Pacific,USD,174.34,68.71,50.70,8.31,14.20,0.2277
FP_202403_BU01_EU,2024-03-31,BU01,Europe,USD,130.04,52.84,37.63,6.48,8.99,0.2583
FP_202403_BU01_LATAM,2024-03-31,BU01,Latin America,USD,57.94,23.79,16.81,2.83,3.84,0.2713
FP_202403_BU01_NA,2024-03-31,BU01,North America,USD,219.88,88.31,63.59,10.74,14.73,0.2460
FP_202403_BU02_APAC,2024-03-31,BU02,Asia Pacific,USD,123.12,73.65,26.77,6.73,7.83,0.2263
FP_202403_BU02_EU,2024-03-31,BU02,Europe,USD,131.46,80.46,28.17,7.56,8.60,0.2588
FP_202403_BU02_LATAM,2024-03-31,BU02,Latin America,USD,61.79,38.01,13.53,3.50,3.97,0.2739
FP_202403_BU02_NA,2024-03-31,BU02,North America,USD,207.87,126.71,43.96,11.37,13.35,0.2458
FP_202403_BU03_APAC,2024-03-31,BU03,Asia Pacific,USD,102.38,48.85,27.30,5.98,8.40,0.2254
FP_202403_BU03_EU,2024-03-31,BU03,Europe,USD,121.04,59.20,31.80,7.38,9.76,0.2555
FP_202403_BU03_LATAM,2024-03-31,BU03,Latin America,USD,39.51,19.46,10.37,2.37,3.21,0.2717
FP_202403_BU03_NA,2024-03-31,BU03,North America,USD,226.50,109.32,59.88,13.95,18.16,0.2494
FP_202403_BU04_APAC,2024-03-31,BU04,Asia Pacific,USD,135.89,84.13,23.80,8.93,12.99,0.2280
FP_202403_BU04_EU,2024-03-31,BU04,Europe,USD,150.87,95.91,27.21,11.72,14.86,0.2590
FP_202403_BU04_LATAM,2024-03-31,BU04,Latin America,USD,55.15,35.27,9.65,3.71,5.38,0.2713
FP_202403_BU04_NA,2024-03-31,BU04,North America,USD,200.82,125.07,35.51,13.69,19.65,0.2437
FP_202403_BU05_APAC,2024-03-31,BU05,Asia Pacific,USD,107.06,40.88,30.30,3.60,5.79,0.2215
FP_202403_BU05_EU,2024-03-31,BU05,Europe,USD,65.80,25.86,18.65,2.36,3.57,0.2551
FP_202403_BU05_LATAM,2024-03-31,BU05,Latin America,USD,36.20,14.44,9.95,1.18,1.94,0.2741
FP_202403_BU05_NA,2024-03-31,BU05,North America,USD,138.53,54.15,38.44,4.74,7.39,0.2491
FP_202404_BU01_APAC,2024-04-30,BU01,Asia Pacific,USD,178.22,69.75,51.86,8.44,14.43,0.2255
FP_202404_BU01_EU,2024-04-30,BU01,Europe,USD,133.02,54.22,38.81,6.56,8.85,0.2542
FP_202404_BU01_LATAM,2024-04-30,BU01,Latin America,USD,57.77,23.63,17.22,2.87,4.05,0.2728
FP_202404_BU01_NA,2024-04-30,BU01,North America,USD,219.13,87.97,63.40,10.88,15.26,0.2464
FP_202404_BU02_APAC,2024-04-30,BU02,Asia Pacific,USD,123.14,73.41,26.70,6.78,7.96,0.2224
FP_202404_BU02_EU,2024-04-30,BU02,Europe,USD,133.00,81.18,28.50,7.61,8.73,0.2557
FP_202404_BU02_LATAM,2024-04-30,BU02,Latin America,USD,63.15,38.92,13.55,3.52,4.19,0.2699
FP_202404_BU02_NA,2024-04-30,BU02,North America,USD,204.71,123.89,44.94,11.45,13.25,0.2479
FP_202404_BU03_APAC,2024-04-30,BU03,Asia Pacific,USD,101.40,48.28,26.79,6.03,8.56,0.2271
FP_202404_BU03_EU,2024-04-30,BU03,Europe,USD,119.88,58.45,31.52,7.44,10.14,0.2588
FP_202404_BU03_LATAM,2024-04-30,BU03,Latin America,USD,39.61,19.41,10.56,2.39,3.30,0.2735
FP_202404_BU03_NA,2024-04-30,BU03,North America,USD,226.77,109.15,59.45,14.06,19.29,0.2514
FP_202404_BU04_APAC,2024-04-30,BU04,Asia Pacific,USD,137.98,85.21,23.90,8.98,13.35,0.2252
FP_202404_BU04_EU,2024-04-30,BU04,Europe,USD,155.44,98.00,27.23,11.78,14.92,0.2584
FP_202404_BU04_LATAM,2024-04-30,BU04,Latin America,USD,56.58,35.88,9.82,3.73,5.74,0.2753
FP_202404_BU04_NA,2024-04-30,BU04,North America,USD,202.21,125.86,35.18,13.77,19.93,0.2469
FP_202404_BU05_APAC,2024-04-30,BU05,Asia Pacific,USD,105.53,40.47,30.57,3.60,5.92,0.2260
FP_202404_BU05_EU,2024-04-30,BU05,Europe,USD,67.82,26.69,19.15,2.36,3.78,0.2573
FP_202404_BU05_LATAM,2024-04-30,BU05,Latin America,USD,35.17,13.97,10.16,1.18,2.01,0.2701
FP_202404_BU05_NA,2024-04-30,BU05,North America,USD,138.59,54.41,38.73,4.73,7.97,0.2511
FP_202405_BU01_APAC,2024-05-31,BU01,Asia Pacific,USD,177.93,70.35,51.38,8.57,14.49,0.2304
FP_202405_BU01_EU,2024-05-31,BU01,Europe,USD,135.67,55.50,39.30,6.64,9.42,0.2615
FP_202405_BU01_LATAM,2024-05-31,BU01,Latin America,USD,60.85,25.07,17.71,2.91,4.17,0.2707
FP_202405_BU01_NA,2024-05-31,BU01,North America,USD,222.22,89.46,64.31,11.02,15.48,0.2460
FP_202405_BU02_APAC,2024-05-31,BU02,Asia Pacific,USD,135.32,80.44,28.53,6.83,9.20,0.2261
FP_202405_BU02_EU,2024-05-31,BU02,Europe,USD,142.44,86.47,30.54,7.66,9.31,0.2547
FP_202405_BU02_LATAM,2024-05-31,BU02,Latin America,USD,67.32,41.38,14.05,3.55,4.47,0.2692
FP_202405_BU02_NA,2024-05-31,BU02,North America,USD,216.88,131.98,45.87,11.53,14.51,0.2483
FP_202405_BU03_APAC,2024-05-31,BU03,Asia Pacific,USD,100.25,47.86,27.05,6.08,8.55,0.2273
FP_202405_BU03_EU,2024-05-31,BU03,Europe,USD,118.74,57.88,31.97,7.50,10.04,0.2560
FP_202405_BU03_LATAM,2024-05-31,BU03,Latin America,USD,39.29,19.36,10.51,2.41,3.32,0.2735
FP_202405_BU03_NA,2024-05-31,BU03,North America,USD,223.13,107.98,59.99,14.18,18.78,0.2498
FP_202405_BU04_APAC,2024-05-31,BU04,Asia Pacific,USD,137.39,84.61,24.03,9.03,13.96,0.2259
FP_202405_BU04_EU,2024-05-31,BU04,Europe,USD,161.66,101.83,28.48,11.83,15.56,0.2591
FP_202405_BU04_EU,2024-05-31,BU04,Europe,USD,161.66,101.83,28.48,11.83,15.56,0.2591
FP_202405_BU04_LATAM,2024-05-31,BU04,Latin America,USD,57.07,35.97,9.82,3.76,5.52,0.2718
FP_202405_BU04_NA,2024-05-31,BU04,North America,USD,204.31,126.64,35.59,13.84,20.15,0.2483
FP_202405_BU05_APAC,2024-05-31,BU05,Asia Pacific,USD,109.63,42.00,32.40,3.61,8.76,0.2254
FP_202405_BU05_EU,2024-05-31,BU05,Europe,USD,71.32,28.01,20.47,2.37,5.61,0.2553
FP_202405_BU05_LATAM,2024-05-31,BU05,Latin America,USD,37.96,15.10,10.87,1.19,3.13,0.2750
FP_202405_BU05_NA,2024-05-31,BU05,North America,USD,152.90,59.83,43.21,4.75,11.75,0.2479
FP_202406_BU01_APAC,2024-06-30,BU01,Asia Pacific,USD,200.28,78.70,57.17,8.71,15.73,0.2288
FP_202406_BU01_EU,2024-06-30,BU01,Europe,USD,140.03,57.79,41.03,6.73,9.50,0.2540
FP_202406_BU01_LATAM,2024-06-30,BU01,Latin America,USD,61.28,25.08,17.82,2.94,4.20,0.2723
FP_202406_BU01_NA,2024-06-30,BU01,North America,USD,239.30,95.60,67.71,11.17,16.82,0.2489
FP_202406_BU02_APAC,2024-06-30,BU02,Asia Pacific,USD,140.07,83.73,28.64,6.89,9.29,0.2241
FP_202406_BU02_APAC,2024-06-30,BU02,Asia Pacific,USD,140.07,83.73,28.64,6.89,9.29,0.2241
FP_202406_BU02_EU,2024-06-30,BU02,Europe,USD,151.53,92.18,30.83,7.72,10.25,0.2561
FP_202406_BU02_LATAM,2024-06-30,BU02,Latin America,USD,70.25,42.89,14.18,3.58,4.65,0.2706
FP_202406_BU02_NA,2024-06-30,BU02,North America,USD,221.89,134.41,46.61,11.61,14.65,0.2451
FP_202406_BU03_APAC,2024-06-30,BU03,Asia Pacific,USD,101.89,48.93,26.97,6.13,8.50,0.2253
FP_202406_BU03_EU,2024-06-30,BU03,Europe,USD,120.15,58.38,31.85,7.56,10.08,0.2567
FP_202406_BU03_LATAM,2024-06-30,BU03,Latin America,USD,39.63,19.47,10.55,2.43,3.27,0.2684
FP_202406_BU03_NA,2024-06-30,BU03,North America,USD,220.53,106.32,58.87,14.29,18.16,0.2436
FP_202406_BU04_APAC,2024-06-30,BU04,Asia Pacific,USD,138.72,85.47,24.46,9.08,13.43,0.2237
FP_202406_BU04_EU,2024-06-30,BU04,Europe,USD,159.82,100.51,27.84,11.89,14.90,0.2598
FP_202406_BU04_LATAM,2024-06-30,BU04,Latin America,USD,56.48,35.67,9.79,3.78,5.49,0.2687
FP_202406_BU04_NA,2024-06-30,BU04,North America,USD,211.43,130.99,36.98,13.92,20.98,0.2495
FP_202406_BU05_APAC,2024-06-30,BU05,Asia Pacific,USD,121.32,46.68,36.32,3.67,13.43,0.2248
FP_202406_BU05_EU,2024-06-30,BU05,Europe,USD,75.23,29.75,22.33,2.40,8.13,0.2582
FP_202406_BU05_LATAM,2024-06-30,BU05,Latin America,USD,40.01,15.90,11.69,1.21,4.53,0.2758
FP_202406_BU05_NA,2024-06-30,BU05,North America,USD,157.49,61.73,46.73,4.82,16.20,0.2486
FP_202407_BU01_APAC,2024-07-31,BU01,Asia Pacific,USD,188.15,73.83,55.18,8.78,15.16,0.2265
FP_202407_BU01_EU,2024-07-31,BU01,Europe,USD,133.32,54.83,39.33,6.76,9.03,0.2578
FP_202407_BU01_LATAM,2024-07-31,BU01,Latin America,USD,58.76,24.14,17.24,2.95,3.75,0.2717
FP_202407_BU01_NA,2024-07-31,BU01,North America,USD,219.98,87.84,64.91,11.21,14.95,0.2455
FP_202407_BU02_APAC,2024-07-31,BU02,Asia Pacific,USD,132.26,78.45,28.21,6.94,8.70,0.2285
FP_202407_BU02_EU,2024-07-31,BU02,Europe,USD,137.52,82.91,29.44,7.78,8.88,0.2590
FP_202407_BU02_LATAM,2024-07-31,BU02,Latin America,USD,69.68,42.45,14.44,3.60,4.55,0.2730
FP_202407_BU02_NA,2024-07-31,BU02,North America,USD,217.76,131.05,45.50,11.70,14.04,0.2461
FP_202407_BU03_APAC,2024-07-31,BU03,Asia Pacific,USD,99.41,47.45,26.66,6.18,8.16,0.2292
FP_202407_BU03_EU,2024-07-31,BU03,Europe,USD,119.28,58.05,32.04,7.62,9.83,0.2528
FP_202407_BU03_LATAM,2024-07-31,BU03,Latin America,USD,40.11,19.73,10.62,2.45,3.27,0.2748
FP_202407_BU03_NA,2024-07-31,BU03,North America,USD,225.33,108.35,60.82,14.40,18.23,0.2524
FP_202407_BU04_APAC,2024-07-31,BU04,Asia Pacific,USD,133.23,82.19,23.81,9.13,12.80,0.2287
FP_202407_BU04_EU,2024-07-31,BU04,Europe,USD,154.38,97.15,27.60,11.95,15.18,0.2571
FP_202407_BU04_LATAM,2024-07-31,BU04,Latin America,USD,54.63,34.55,9.90,3.80,5.33,0.2706
FP_202407_BU04_NA,2024-07-31,BU04,North America,USD,196.09,121.89,52.05,14.00,19.13,0.2471
FP_202407_BU05_APAC,2024-07-31,BU05,Asia Pacific,USD,120.26,45.78,34.94,3.75,9.17,0.2264
FP_202407_BU05_EU,2024-07-31,BU05,Europe,USD,73.22,28.87,21.58,2.45,5.63,0.2549
FP_202407_BU05_LATAM,2024-07-31,BU05,Latin America,USD,38.78,15.45,11.20,1.24,3.15,0.2739
FP_202407_BU05_NA,2024-07-31,BU05,North America,USD,156.31,61.22,45.81,4.92,11.90,0.2480
FP_202408_BU01_APAC,2024-08-31,BU01,Asia Pacific,USD,187.87,73.44,54.89,8.76,14.53,0.2251
FP_202408_BU01_EU,2024-08-31,BU01,Europe,USD,136.61,55.90,40.27,6.72,8.84,0.2566
FP_202408_BU01_LATAM,2024-08-31,BU01,Latin America,USD,59.46,24.49,17.70,2.94,3.95,0.2753
FP_202408_BU01_NA,2024-08-31,BU01,North America,USD,224.32,90.72,66.36,11.15,14.75,0.2458
FP_202408_BU02_APAC,2024-08-31,BU02,Asia Pacific,USD,137.64,81.62,28.46,6.99,8.48,0.2275
FP_202408_BU02_EU,2024-08-31,BU02,Europe,USD,143.23,86.06,30.12,7.83,8.93,0.2629
FP_202408_BU02_LATAM,2024-08-31,BU02,Latin America,USD,67.93,41.79,14.43,3.63,4.29,0.2683
FP_202408_BU02_NA,2024-08-31,BU02,North America,USD,218.76,131.87,45.73,11.78,13.61,0.2512
FP_202408_BU03_APAC,2024-08-31,BU03,Asia Pacific,USD,100.16,47.69,26.67,6.23,7.79,0.2271
FP_202408_BU03_EU,2024-08-31,BU03,Europe,USD,121.38,59.25,32.28,7.68,9.64,0.2616
FP_202408_BU03_LATAM,2024-08-31,BU03,Latin America,USD,40.18,19.80,10.65,2.47,3.20,0.2725
FP_202408_BU03_NA,2024-08-31,BU03,North America,USD,227.10,110.22,60.65,14.50,17.92,0.2488
FP_202408_BU04_APAC,2024-08-31,BU04,Asia Pacific,USD,128.73,79.37,23.24,9.18,11.89,0.2223
FP_202408_BU04_EU,2024-08-31,BU04,Europe,USD,145.67,91.73,26.66,12.00,14.56,0.2565
FP_202408_BU04_LATAM,2024-08-31,BU04,Latin America,USD,52.93,33.36,9.69,3.82,5.13,0.2675
FP_202408_BU04_NA,2024-08-31,BU04,North America,USD,199.51,124.42,35.87,14.07,18.93,0.2486
FP_202408_BU05_APAC,2024-08-31,BU05,Asia Pacific,USD,121.98,46.66,34.26,3.83,6.43,0.2245
FP_202408_BU05_EU,2024-08-31,BU05,Europe,USD,77.35,30.53,21.91,2.50,4.15,0.2572
FP_202408_BU05_LATAM,2024-08-31,BU05,Latin America,USD,38.24,15.17,10.44,1.26,2.08,0.2743
FP_202408_BU05_NA,2024-08-31,BU05,North America,USD,151.48,59.11,43.04,5.03,8.21,0.2482
FP_202409_BU01_APAC,2024-09-30,BU01,Asia Pacific,USD,204.01,80.37,59.16,8.75,15.28,0.2243
FP_202409_BU01_EU,2024-09-30,BU01,Europe,USD,146.03,59.64,42.20,6.68,9.23,0.2565
FP_202409_BU01_LATAM,2024-09-30,BU01,Latin America,USD,65.42,26.83,19.08,2.92,4.23,0.2720
FP_202409_BU01_NA,2024-09-30,BU01,North America,USD,247.36,100.73,70.56,11.09,15.08,0.2483
FP_202409_BU02_APAC,2024-09-30,BU02,Asia Pacific,USD,145.46,86.20,29.29,7.04,8.99,0.2227
FP_202409_BU02_EU,2024-09-30,BU02,Europe,USD,153.36,92.48,31.53,7.89,9.49,0.2599
FP_202409_BU02_LATAM,2024-09-30,BU02,Latin America,USD,73.68,45.09,14.92,3.66,4.53,0.2740
FP_202409_BU02_NA,2024-09-30,BU02,North America,USD,237.34,142.65,48.08,11.87,14.68,0.2478
FP_202409_BU03_APAC,2024-09-30,BU03,Asia Pacific,USD,102.66,48.85,27.38,6.27,7.74,0.2261
FP_202409_BU03_EU,2024-09-30,BU03,Europe,USD,122.50,60.03,32.53,7.74,9.48,0.2593
FP_202409_BU03_LATAM,2024-09-30,BU03,Latin America,USD,41.14,20.29,10.81,2.48,3.15,0.2686
FP_202409_BU03_NA,2024-09-30,BU03,North America,USD,233.74,112.97,62.26,14.61,17.77,0.2445
FP_202409_BU04_APAC,2024-09-30,BU04,Asia Pacific,USD,141.63,86.77,24.57,9.22,12.69,0.2249
FP_202409_BU04_EU,2024-09-30,BU04,Europe,USD,160.35,101.52,27.86,12.06,13.73,0.2579
FP_202409_BU04_LATAM,2024-09-30,BU04,Latin America,USD,57.59,36.27,9.96,3.84,5.18,0.2751
FP_202409_BU04_NA,2024-09-30,BU04,North America,USD,218.17,135.71,37.00,14.14,19.93,0.2489
FP_202409_BU05_APAC,2024-09-30,BU05,Asia Pacific,USD,122.54,47.19,34.52,3.90,6.19,0.2282
FP_202409_BU05_EU,2024-09-30,BU05,Europe,USD,79.93,31.43,22.80,2.54,4.05,0.2613
FP_202409_BU05_LATAM,2024-09-30,BU05,Latin America,USD,39.54,15.66,10.97,1.29,1.99,0.2717
FP_202409_BU05_NA,2024-09-30,BU05,North America,USD,158.25,61.71,44.36,5.11,8.14,0.2462
FP_202410_BU01_APAC,2024-10-31,BU01,Asia Pacific,USD,202.66,80.12,58.73,8.74,14.81,0.2240
FP_202410_BU01_EU,2024-10-31,BU01,Europe,USD,145.83,60.12,42.08,6.65,9.05,0.2549
FP_202410_BU01_LATAM,2024-10-31,BU01,Latin America,USD,65.00,26.80,18.96,2.91,4.03,0.2729
FP_202410_BU01_NA,2024-10-31,BU01,North America,USD,239.79,96.94,69.95,11.04,15.07,0.2476
FP_202410_BU02_APAC,2024-10-31,BU02,Asia Pacific,USD,166.17,98.79,31.73,7.10,9.89,0.2262
FP_202410_BU02_EU,2024-10-31,BU02,Europe,USD,172.61,104.87,33.49,7.95,10.30,0.2604
FP_202410_BU02_LATAM,2024-10-31,BU02,Latin America,USD,82.29,50.31,15.92,3.69,4.91,0.2725
FP_202410_BU02_NA,2024-10-31,BU02,North America,USD,263.81,158.36,51.38,11.96,15.88,0.2467
FP_202410_BU03_APAC,2024-10-31,BU03,Asia Pacific,USD,104.14,49.23,27.22,6.32,7.64,0.2260
FP_202410_BU03_EU,2024-10-31,BU03,Europe,USD,125.56,61.16,33.16,7.79,9.63,0.2546
FP_202410_BU03_LATAM,2024-10-31,BU03,Latin America,USD,41.11,20.31,10.80,2.50,3.15,0.2739
FP_202410_BU03_NA,2024-10-31,BU03,North America,USD,233.66,113.19,63.16,14.72,17.96,0.2451
FP_202410_BU04_APAC,2024-10-31,BU04,Asia Pacific,USD,152.42,93.64,25.22,9.27,13.48,0.2235
FP_202410_BU04_EU,2024-10-31,BU04,Europe,USD,169.13,106.41,28.26,12.11,13.73,0.2578
FP_202410_BU04_LATAM,2024-10-31,BU04,Latin America,USD,59.76,37.63,10.13,3.86,5.36,0.2744
FP_202410_BU04_NA,2024-10-31,BU04,North America,USD,223.88,139.32,37.36,14.22,19.87,0.2494
FP_202410_BU05_APAC,2024-10-31,BU05,Asia Pacific,USD,118.64,45.59,33.14,3.96,6.16,0.2273
FP_202410_BU05_EU,2024-10-31,BU05,Europe,USD,81.37,31.94,22.70,2.58,4.07,0.2590
FP_202410_BU05_LATAM,2024-10-31,BU05,Latin America,USD,40.55,16.09,11.44,1.31,2.00,0.2707
FP_202410_BU05_NA,2024-10-31,BU05,North America,USD,164.00,63.87,45.78,5.20,7.99,0.2466
FP_202411_BU01_APAC,2024-11-30,BU01,Asia Pacific,USD,214.78,84.28,61.67,8.74,15.83,0.2243
FP_202411_BU01_EU,2024-11-30,BU01,Europe,USD,147.96,60.74,42.59,6.62,9.00,0.2533
FP_202411_BU01_LATAM,2024-11-30,BU01,Latin America,USD,64.92,26.68,18.99,2.90,3.99,0.2756
FP_202411_BU01_NA,2024-11-30,BU01,North America,USD,239.70,96.35,69.71,10.99,14.74,0.2480
FP_202411_BU02_APAC,2024-11-30,BU02,Asia Pacific,USD,187.47,111.15,34.99,7.16,11.25,0.2259
FP_202411_BU02_EU,2024-11-30,BU02,Europe,USD,193.36,117.63,36.19,8.01,11.54,0.2564
FP_202411_BU02_LATAM,2024-11-30,BU02,Latin America,USD,92.49,56.42,17.27,3.72,5.41,0.2692
FP_202411_BU02_NA,2024-11-30,BU02,North America,USD,298.29,179.03,54.74,12.06,17.60,0.2492
FP_202411_BU03_APAC,2024-11-30,BU03,Asia Pacific,USD,106.28,50.41,28.02,6.36,7.71,0.2235
FP_202411_BU03_EU,2024-11-30,BU03,Europe,USD,124.17,60.43,32.88,7.85,9.03,0.2576
FP_202411_BU03_LATAM,2024-11-30,BU03,Latin America,USD,40.51,20.06,10.76,2.52,3.06,0.2737
FP_202411_BU03_NA,2024-11-30,BU03,North America,USD,231.41,111.92,62.18,14.82,17.92,0.2499
FP_202411_BU04_APAC,2024-11-30,BU04,Asia Pacific,USD,140.43,86.43,24.08,9.32,12.69,0.2285
FP_202411_BU04_EU,2024-11-30,BU04,Europe,USD,159.05,100.56,28.36,12.16,13.80,0.2599
FP_202411_BU04_LATAM,2024-11-30,BU04,Latin America,USD,57.36,36.11,9.98,3.88,5.09,0.2702
FP_202411_BU04_NA,2024-11-30,BU04,North America,USD,210.34,130.81,37.45,14.29,18.47,0.2434
FP_202411_BU05_APAC,2024-11-30,BU05,Asia Pacific,USD,129.40,49.52,34.99,4.03,6.26,0.2259
FP_202411_BU05_EU,2024-11-30,BU05,Europe,USD,83.27,32.72,22.83,2.63,4.18,0.2600
FP_202411_BU05_LATAM,2024-11-30,BU05,Latin America,USD,44.30,17.67,11.99,1.33,2.13,0.2715
FP_202411_BU05_NA,2024-11-30,BU05,North America,USD,173.02,67.68,48.45,5.28,8.50,0.2475
FP_202412_BU01_APAC,2024-12-31,BU01,Asia Pacific,USD,224.60,87.93,64.01,8.75,16.92,0.2250
FP_202412_BU01_EU,2024-12-31,BU01,Europe,USD,155.96,63.74,44.79,6.59,9.78,0.2568
FP_202412_BU01_LATAM,2024-12-31,BU01,Latin America,USD,68.16,28.05,19.50,2.89,4.32,0.2731
FP_202412_BU01_NA,2024-12-31,BU01,North America,USD,257.48,103.17,73.44,10.94,16.20,0.2427
FP_202412_BU02_APAC,2024-12-31,BU02,Asia Pacific,USD,194.54,115.33,35.14,7.23,11.90,0.2268
FP_202412_BU02_EU,2024-12-31,BU02,Europe,USD,194.01,118.17,35.78,8.08,11.41,0.2632
FP_202412_BU02_LATAM,2024-12-31,BU02,Latin America,USD,90.97,55.52,17.15,3.75,5.35,0.2708
FP_202412_BU02_NA,2024-12-31,BU02,North America,USD,310.63,187.62,56.75,12.16,18.30,0.2452
FP_202412_BU03_APAC,2024-12-31,BU03,Asia Pacific,USD,104.30,49.58,27.56,6.41,7.81,0.2260
FP_202412_BU03_EU,2024-12-31,BU03,Europe,USD,121.84,59.36,32.77,7.90,9.11,0.2556
FP_202412_BU03_LATAM,2024-12-31,BU03,Latin America,USD,39.83,19.70,10.76,2.54,2.90,0.2687
FP_202412_BU03_NA,2024-12-31,BU03,North America,USD,236.65,114.62,63.53,14.93,17.72,0.2492
FP_202412_BU04_APAC,2024-12-31,BU04,Asia Pacific,USD,127.21,78.49,23.31,9.37,11.69,0.2290
FP_202412_BU04_EU,2024-12-31,BU04,Europe,USD,142.33,90.08,27.11,12.21,13.74,0.2577
FP_202412_BU04_LATAM,2024-12-31,BU04,Latin America,USD,51.94,32.92,9.53,3.89,4.58,0.2727
FP_202412_BU04_NA,2024-12-31,BU04,North America,USD,196.78,123.52,36.17,14.36,17.14,0.2482
